Über %PRODUCTNAME,About %PRODUCTNAME
Verbindungsart...,Connection Type...
Verlaufsprotokoll,Evaluation Minutes
Werte hervorheben,Value Highlighting
Absatzausrichtung,Paragraph alignment
Absatztextbereich,Paragraph text area
Auswahl erweitern,Extending selection
Beginnt nicht mit,Does not begin with
Bindungsausdruck:,Binding expression:
Der Schwellenwert,The threshold value
Dokument laden...,Loading document...
Dokumentstatistik,Document Statistics
Füllung Reserve 2,Fill reserved for 2
Grafikperformance,Graphic Performance
Interner Zeitwert,Internal time value
Je nach Anordnung,According to layout
Komplementärfarbe,Complementary Color
Leere Bildobjekte,Blank image objects
Linear gelb/braun,Linear yellow/brown
"Mittelgroß (1/2"")","Medium Large (1/2"")"
Programm beendet:,Program terminated:
Rahmen interaktiv,Frame Interactively
Referenzpunkt 1 X,Reference point 1 X
Referenzpunkt 1 Y,Reference point 1 Y
Referenzpunkt 2 X,Reference point 2 X
Referenzpunkt 2 Y,Reference point 2 Y
XSLT Filter Paket,XSLT filter package
Zeichen zentriert,Center of character
Zusammen/getrennt,Together/separately
Automatisch nach:,Automatically after:
Deutsch (Schweiz),German (Switzerland)
Horizontal türkis,Horizontal Turquoise
Kopf-/Fußzeile...,Header and Footer...
Kostenvoranschlag,TotalBillingEstimate
Oben (Seitenkopf),Top of Page (Header)
Scheinbare Größe:,Apparent dimensions:
Soll der Bereich ,Delete the category 
Verbindungsstelle,Flowchart: Connector
Verbotene Zeichen,Forbidden characters
X-Position gesamt,"Position X, complete"
Y-Position gesamt,"Position Y, complete"
Zeichen tauschen:,Exchange characters:
Zertifikatsstatus,Certification status
Linker Absatzrand,Left paragraph margin
Mehrwortausdrücke,Multiword expressions
Rechteck rot/weiß,Rectangular red/white
Sonstige Optionen,Miscellaneous Options
Werte aus Auswahl,Values from Selection
Absatzrand rechts,Right paragraph border
Konferenzberichte,Conference proceedings
Kopf-/Fußzeile...,Headers and Footers...
Zusatzinformation,Additional information
Blau Netz 45 Grad,Blue Crossed 45 Degrees
I-Ging-Hexagramme,Yijing Hexagram Symbols
Unten (Seitenfuß),Bottom of Page (Footer)
Frühe Keilschrift,Early Dynastic Cuneiform
Oberfläche ändern,Change Extrusion Surface
Schrifteffekte...,Character Font Effects...
Effekt auswählen.,Select the effect to apply.
Benannte Bereiche,Named Ranges and Expressions
Ausländischer Zins,rf
Position und Größe,Type
Abrundungsklammern,Floor
hochstellen rechts,Power
Lautstärke niedrig,sound
Seiten beschrieben,pages
schlüpfendes Küken,chick
Schrift vergrößern,font2
Zeigefinger rechts,right
Zeichen Haut braun,skin4
Aufzählungszeichen,Bullet
Rahmen mit Kacheln,frame2
Schraubenschlüssel,wrench
Stift unten rechts,pencil
Tastentelefon weiß,phone3
Vorzeichen (Minus),- Sign
Wiederherstellen: ,Redo: 
Aufzählungszeichen,Bullets
Aufzählungszeichen,Bullets
Benutzerdefiniert:,Custom:
Gesicht bandagiert,bandage
Quadratfläche groß,square2
Weiches Erscheinen,Fade In
Automatisch füllen,AutoFill
Besondere Merkmale,Features
Eintrag hinzufügen,Add item
Eintrag hinzufügen,Add Item
Element hinzufügen,Add Item
Gekrümmt nach oben,Curve Up
Kann größer werden,Can Grow
Keine Mitteilungen,Mailstop
Lautsprecher leise,speaker2
Lautsprecher stumm,speaker3
Schriftart für CTL,CTL Font
Smiley erleichtert,relieved
Sprechblase rechts,bubble10
Zeichen Wassermann,aquarius
Berg schneebedeckt,mountain2
Exportieren als...,Export As
Feld hinzufügen...,Add Field
Gruppierungsrahmen,Group Box
Markierfeld X fett,checkbox4
mehrmals vorhanden,duplicate
Nach links bewegen,Move Left
Nach links bewegen,Move left
Nach unten bewegen,Move Down
Nach unten bewegen,Move down
Name des Formulars,Form name
Person Hand hebend,happiness
Telefonhörer links,receiver2
Telefonhörer Seite,receiver4
Vorlagen verwalten,Templates
Asiatische Schrift,Asian font
Helligkeit niedrig,brightness
Katzengesicht müde,scream cat
Nach rechts füllen,Fill Right
Nach rechts kippen,Tilt Right
Nicht ausgeblendet,Not hidden
Rahmen verschieben,Move frame
Smiley erschrocken,open mouth
Smiley schwindelig,dizzy face
Sortierreihenfolge,Sort order
Speichern unter...,Save As...
Tabelle ausblenden,Hide Sheet
Tabelle ausblenden,Hide sheet
Tabelle einblenden,Show Sheet
Vorlage bearbeiten,Edit Style
Wiederholungszeile,Repeat row
Zellen verschieben,Move cells
Zusammenführen mit,Merge with
(schreibgeschützt),(read-only)
Abgewinkelte Linie,Angled Line
Aktive Verknüpfung,Active link
Alt+Bild nach oben,Alt-Page Up
Ausarbeitungsdatum,WorkoutDate
Automatische Größe,Fit to Size
Bereich verschoben,Range moved
Beschriftungstext:,Label text:
Bindung hinzufügen,Add Binding
dynamisch anpassen,Fit to size
Element hinzufügen,Add Element
Etikett speichern?,Save label?
Fahrräder verboten,no bicycles
Folien verschieben,Move slides
Formular-Assistent,Form Wizard
Gepunktetes Gitter,Dotted Grid
griechisches Kreuz,Greek cross
Hoch-tief versetzt,Stagger odd
Jetzt installieren,Install now
Kurvig nach rechts,Curvy Right
Langsam Einfliegen,Fly in Slow
Nächster Datensatz,Next record
Nächster Datensatz,Next Record
Nächster Datensatz,Next record
Nicht überstrichen,No overline
Oberhalb/Unterhalb,Above/Below
Pfeil mit Gabelung,Split Arrow
Programm ausführen,Run program
Punkte verschieben,Move Points
Rechtschreibung...,Spelling...
Reihe Auffüllen...,Fill Row...
Spalte verschieben,Move column
Spirale nach links,Spiral Left
Symbol austauschen,Change Icon
Tabelle auftrennen,Split Table
Tabellen verbinden,Merge Table
Tagesordnungspunkt,Agenda item
Treppen nach unten,Stairs Down
Trotzdem Speichern,Save Anyway
Verknüpfung ändern,Modify Link
Verzeichniseintrag,Index entry
Wahrscheinlichkeit,Probability
Werkzeug auswählen,Select Tool
Zellen verschieben,Shift Cells
Zur Zeile oberhalb,To Top Line
AbteilungsleiterID,SupervisorID
am Ende des Feldes,end of field
An Rahmen anpassen,Fit to frame
An Rahmen anpassen,Fit to Frame
Anfangsdarstellung,Initial View
Arbeitsverzeichnis,My Documents
Asiatischer Text: ,Asian text: 
Asiatisches Layout,Asian Layout
Befehle hinzufügen,Add Commands
Benannter Bereich:,Named range:
Bindung bearbeiten,Edit Binding
Dateien auf Server,Remote Files
Details ausblenden,Hide Details
Details einblenden,Show Details
Diagramm-Assistent,Chart Wizard
Element bearbeiten,Edit Element
Feld hinzufügen...,Add Field...
Foliensortiertisch,Slide Sorter
Fortschrittsbalken,Progress Bar
Gliederungsansicht,Outline View
Chevron nach unten,Chevron Down
Instanz hinzufügen,Add Instance
Kapitelinformation,Chapter info
Keine Nummerierung,no numbering
Kommentar anzeigen,Show Comment
Makro ausführen...,Run Macro...
Nächster Kommentar,Next Comment
Paarweises Kerning,Pair kerning
Paarweises Kerning,Pair Kerning
PIVOTDATENZUORDNEN,GETPIVOTDATA
Punkt Punkt Strich,Dot Dot Dash
Rauschen entfernen,Remove Noise
Rechte Hilfslinie:,Right guide:
seit dem Speichern,since saving
Schach Läufer weiß,white bishop
Schutz aufheben...,Unprotect...
Spalten ausblenden,Hide Columns
Spalten einblenden,Show Columns
Stern mit 4 Zacken,4 Point Star
Stern mit 4 Zacken,4-Point Star
Stern mit 5 Zacken,5 Point Star
Stern mit 5 Zacken,5-Point Star
Stern mit 6 Zacken,6 Point Star
Stern mit 6 Zacken,6-Point Star
Stern mit 8 Zacken,8 Point Star
Stern mit 8 Zacken,8-Point Star
Symbole bearbeiten,Edit Symbols
Tabelle umbenennen,Rename Sheet
Tabellen verbinden,Merge Tables
Tabellen-Assistent,Table Wizard
Theme auswählen...,Select Theme
Tief-hoch versetzt,Stagger even
Umrandung zuweisen,Apply border
Verschiebe Dateien,Moving files
Vervielfältigen...,Duplicate...
XY (Streudiagramm),XY (Scatter)
Zellen formatieren,Format Cells
Allgemeiner Fehler,General Error
Als Bild speichern,Save as Image
Als Null behandeln,Treat as zero
Ansichten anzeigen,Display Views
Aufzeichnungsdatum,Recorded date
AutoText speichern,Save AutoText
Änderung verwerfen,Reject Change
Belgischer Franken,Belgian Franc
Benutzerdefiniert:,User-defined:
Berichts-Assistent,Report Wizard
Blauer Farbverlauf,Blue Gradient
Datenreihe löschen,Delete Series
Datensatzmarkierer,Record marker
Datensätze drucken,Print records
Dialog exportieren,Export Dialog
Dialog importieren,Import Dialog
Dokument signieren,Sign Document
Dokument speichern,Save Document
Dokument speichern,Save document
Dokument speichern,Save Document
Drehen und Wachsen,Turn and Grow
Dreieck nach unten,Triangle Down
Drucker einrichten,Printer Setup
Einstellungen für:,Settings for:
Etiketten einfügen,Insert Labels
Flaches Linienende,Line cap flat
Formelschriftarten,Formula Fonts
Französisch (Mali),French (Mali)
Französisch (Togo),French (Togo)
Gedruckte Elemente,Printed items
Gehen zur Zeile...,Go to Line...
Gleichung anzeigen,Show Equation
Grauer Farbverlauf,Gray Gradient
Instanz bearbeiten,Edit Instance
Instanz verknüpfen,Link instance
Kanten hervorheben,Enhance edges
Kategorie anzeigen,Show category
Kein Seitenumbruch,No page break
Kennwort speichern,Save password
Kopfzeile einfügen,Insert Header
Letzter Zinstermin,Last interest
Listenfeld-Element,Form List Box
Makro speichern in,Save Macro In
Mittelwert-Bereich,Average range
Name des Szenarios,Scenario Name
Pinker Farbverlauf,Pink Gradient
Registerhaltigkeit,Register-true
Schlüsselaustausch,Key Agreement
Sortierreihenfolge,Sorting order
Später neu starten,Restart Later
Statischer Bericht,Static report
Tabellen auswählen,Select Sheets
Ungültiger Bereich,Invalid range
Ungültiger Bereich,invalid range
Vorlagen verwalten,Manage Styles
Weiter nach hinten,Send Backward
Ziehen-und-Ablegen,Drag and Drop
Als Kopie einfügen,Insert as Copy
Ansichtsentwurf...,View Design...
Arabisch (Ägypten),Arabic (Egypt)
Art des Hyperlinks,Hyperlink Type
Auf rechten Seiten,On right pages
Ausgewählte Zellen,Selected cells
Auswahl verstecken,Hide selection
Benutzeroberfläche,User Interface
Bitmaps reduzieren,Reduce bitmaps
Der Name ist leer.,Name is empty.
Dokument freigeben,Share Document
Dokument schließen,Close Document
Eigene Überschrift,Custom heading
Eigenschaften von ,Properties of 
"Einfach, gepunktet","Single, dotted"
Element umbenennen,Rename Element
Fehler aufgetreten,Error occurred
Felder im Formular,Fields in form
Feldhinterlegungen,Field shadings
Feldhinterlegungen,Field Shadings
Formular-Navigator,Form Navigator
Füll-Modus beenden,Exit Fill Mode
Fußgänger verboten,no pedestrians
Geschäftsadresse 2,Work Address 2
Grüner Farbverlauf,Green Gradient
Inhalte löschen...,Clear Cells...
kein Zeichenobjekt,No draw object
Kennwörter setzen…,Set Passwords…
Kommentar einfügen,Insert Comment
Konsolidieren nach,Consolidate by
Kopfzeile (rechts),Header (right)
Kopfzeile löschen?,Delete header?
Kopie speichern...,Save a Copy...
LieferPostleitzahl,ShipPostalCode
Löschen bestätigen,Confirm Delete
Natürlicher Spline,Natural Spline
Quelltext anzeigen,Display source
Seitennummerierung,Page Numbering
Sprung zu Dokument,Go to document
StAbw (Stichprobe),StDev (Sample)
Streaming anhalten,Stop streaming
Symbolleiste Layer,Layer Tabs bar
Tabelle / Abfrage:,Table / Query:
Tabellen füllen...,Fill Sheets...
Text strukturieren,Structure text
Unbekannter Server,Unknown Server
Ungültige Eingabe.,Invalid input.
Untermenü einfügen,Insert Submenu
Unverknüpftes Bild,Unlinked image
Von oben bedrucken,Print from top
Vorschau erstellen,Create Preview
Wechselnde Spalten,Banded columns
Zeichnungsmaßstab:,Drawing scale:
Zeichnungsvorlagen,Drawing Styles
Zeichnungsvorlagen,Graphic Styles
Zeilen einfügen...,Insert Rows...
Zeilennummerierung,Line Numbering
Zuletzt verwendet:,Recently Used:
Zum Tabellenanfang,To Table Begin
1Bit-Schwellenwert,1 bit threshold
2 Punkte 3 Striche,2 Dots 3 Dashes
3 Striche 3 Punkte,3 Dashes 3 Dots
3D-Modell einfügen,Insert 3D Model
Abschreibungsdauer,DepreciableLife
Aktueller Treiber:,Current driver:
AnlagenkategorieID,AssetCategoryID
Ausgewählte Felder,Selected fields
Auswahlbox ein/aus,List Box On/Off
Äußere Umrandungen,Outside Borders
Base: Datenansicht,Base: Data View
Beginnende Vorlage,Beginning Style
Beläuchtung ändern,Change Lighting
CMIS-Eigenschaften,CMIS Properties
Datenkonvertierung,Data Conversion
Datenkonvertierung,Data conversion
doppeltes Integral,Double Integral
Dunkle Horizontale,Dark Horizontal
Einzug verkleinern,Decrease Indent
Elemente suchen...,Search items...
Erweiterter Filter,Advanced Filter
Falsche Prüfsumme.,Wrong checksum.
Falscher Parameter,Wrong parameter
Falsches Kennwort!,Wrong Password!
Felder beschriften,Labeling fields
Felder zuordnen...,Match Fields...
Felder zuordnen...,Match fields...
Gelber Farbverlauf,Yellow Gradient
Geschützte Tabelle,Protected Sheet
Gliederungssymbole,Outline symbols
Hintergrundfüllung,Background fill
Chinesisch (Macao),Chinese (Macau)
JDBC-Eigenschaften,JDBC Properties
Kennwort ändern...,Change Password
Kennwort eingeben:,Enter password:
Logdatei erstellen,Create log file
Namen verwalten...,Manage Names...
Natürliche Splines,Natural Splines
Nummer (1) (2) (3),Number 1) 2) 3)
Registrierter Name,Registered name
Reservierungsdatum,ReservationDate
Rundung aktivieren,Enable rounding
Seitenformatierung,Page Formatting
SHA1-Fingerabdruck,Thumbprint SHA1
Schottisch-Gälisch,Scottish Gaelic
Sinus Hyperbolicus,Hyperbolic Sine
Skalierungsfaktor:,Scaling factor:
Slowenischer Tolar,Slovenian Tolar
Spanisch (Spanien),Spanish (Spain)
Spur zum Vorgänger,Trace Precedent
Stichprobenmethode,Sampling Method
Szenario auswählen,Select Scenario
Tabelle löschen...,Delete Sheet...
Tabellenentwurf...,Table Design...
Textfeld entfernen,Remove Text Box
Tibetisch (Indien),Tibetan (India)
tiefstellen rechts,Subscript Right
Übertragungsstatus,Transfer status
Uhrzeit (variabel),Time (variable)
Umschalt+Rücktaste,Shift+Backspace
Vebindung verloren,Connection lost
Verlangsamtes Ende,Decelerated end
Vertikal zentriert,Vertical Center
Vorherige Änderung,Previous Change
Web-Seite (gesch.),Web Page (Work)
Web-Seite (privat),Web Page (Home)
Zeichnungsprogramm,Drawing Program
Zellen einfügen...,Insert Cells...
Zugewiesene Aktion,Assigned Action
- neues Dokument -,- new document -
(keine Vorschläge),(no suggestions)
3D-Objekt rotieren,Rotate 3D object
Aktuelles Dokument,Current Document
An E-Mail anhängen,Attach to E-mail
Arabisch (Bahrein),Arabic (Bahrain)
Arabisch (Eritrea),Arabic (Eritrea)
Arabisch (Komoren),Arabic (Comoros)
Arabisch (Libanon),Arabic (Lebanon)
Arabisch (Marokko),Arabic (Morocco)
Arabisch (Somalia),Arabic (Somalia)
Attribute anwenden,Apply attributes
Ausrichtung ändern,Change Alignment
Auswahl hinzufügen,Adding selection
Autoformat Tabelle,AutoFormat Table
Automatisch *fett*,Automatic *bold*
Änderung verworfen,Changes rejected
Bereich und Kopien,Range and Copies
Bestehende Folien:,Existing slides:
Direkte Verbindung,Connect directly
Dokument öffnen...,Open Document...
Eine komplexe Zahl,A complex number
Erfordert Neustart,Requires restart
Ersetzen: $1 $2 $3,Replace $1 $2 $3
Erweiterte Auswahl,Extend selection
es existiert nicht,There Not Exists
fülltransparenz|ft,filltransparency
Hilfe online lesen,Read Help Online
Horizontale Gitter,Horizontal Grids
Horizontaler Block,Horizontal Brick
Hyperlink einfügen,Insert Hyperlink
In Kurve umwandeln,Convert to Curve
InteressenEhegatte,SpousesInterests
Konfidenzintervall,Confidence level
Kreditkartennummer,CreditCardNumber
Kurzer Linienpfeil,Short line arrow
Kyrillisch (PT154),Cyrillic (PT154)
Löschen bestätigen,Confirm deletion
Löschen bestätigen,Confirm Deletion
Löschen bestätigen,Confirm deletion
Mit Seitenvorlage:,With page style:
Name des Szenarios,Name of Scenario
Neue Adressenliste,New Address List
Objekt(e) einfügen,Insert object(s)
Optimale Breite...,Optimal Width...
Ordner-Lesezeichen,Folder Bookmarks
Phonetische Lesart,Phonetic reading
Präsentation Seite,PresentationPage
"Quadrat, ungefüllt","Square, Unfilled"
Römisch (I II III),Roman (I II III)
Römisch (i ii iii),Roman (i ii iii)
Schraffur löschen?,Delete Hatching?
Sicherheitswarnung,Security Warning
Spur zum Vorgänger,Trace Precedents
Spur zum Vorgänger,Trace Precedents
Strich lang (fett),Long Dash (Bold)
Tabelle in Text...,Table to Text...
Text in Tabelle...,Text to Table...
Trennlinienbreite:,Separator Width:
Versionskommentar:,Version comment:
Versteckter Absatz,Hidden Paragraph
Vorhandene Spalten,Existing Columns
Vorheriges Element,Previous Element
Vorige Überschrift,Previous heading
Weitere Zeichen...,More Characters…
Zeige alle Updates,Show all updates
Zeichnungsobjekte:,Drawing objects:
%PRODUCTNAME Hilfe,%PRODUCTNAME Help
abgerundete Rauten,Rounded rhombuses
Andere OLE-Objekte,Other OLE Objects
Anfang horizontal:,Begin horizontal:
Animiertes Bild...,Animated Image...
Anwendung gefunden,Found application
Anzahl der Farben:,Number of colors:
Auf Updates prüfen,Check for Updates
AutoFormat löschen,Delete AutoFormat
"Äthiopisch, Zusatz",Ethiopic Extended
Bereich enthält...,Range contains...
Betreffalgorithmus,Subject Algorithm
Breite und Abstand,Width and Spacing
Briefpapier-Layout,Letterhead layout
CDE-Calendar-Datei,CDE-Calendar-File
CJK-Kompatibilität,CJK Compatibility
Daten-Navigator...,Data Navigator...
Datenquellen Titel,Data Source Title
Derzeitige Lösung:,Current Solution:
Einzug erste Zeile,First line indent
Einzug erste Zeile,First Line Indent
Einzug hintem Text,After Text Indent
"Ellipse, ungefüllt","Ellipse, Unfilled"
Englisch (Jamaika),English (Jamaica)
Englisch (Namibia),English (Namibia)
Ersetzen: $1 $2 $3,Replace: $1 $2 $3
Extraleicht Kursiv,ExtraLight Italic
Fallende Diagonale,Downward Diagonal
Feldname / Element,Field name / item
Firebird Datenbank,Firebird Database
Geräte-E/A-Fehler.,Device I/O error.
Gesamtfortschritt:,Overall progress:
Haltepunkt ein/aus,Breakpoint On/Off
Horizontal violett,Horizontal Violet
Hyperlink auslösen,Trigger hyperlink
Inhaltsausrichtung,Content Alignment
Inhaltsverzeichnis,Table of Contents
Inhaltsverzeichnis,Table of contents
Inhaltsverzeichnis,Table of Contents
Initialen anzeigen,Display drop caps
Jahr (zweistellig),Year (Two Digits)
Japanisch (EUC-JP),Japanese (EUC-JP)
Kennwort eingeben:,Reenter password:
Konflikte auflösen,Resolve Conflicts
Kopf- und Fußzeile,Header and Footer
Kopfzeile Seite %1,Header of page %1
Langer Druckername,Long printer name
Länge (mindestens),Length (at least)
Lineare Regression,Linear Regression
Linienfarbe ändern,Change Line Color
Listeneinträge aus,List entry source
Makrosicherheit...,Macro Security...
Master-Hintergrund,Master Background
MediaWiki-Optionen,MediaWiki Options
Mögliche Prüfungen,Possible mistakes
Namen erzeugen aus,Create Names From
"Norwegisch, Bokmal","Norwegian, Bokmål"
P (G<=g) einseitig,P (Z<=z) one-tail
P (T<=t) einseitig,P (T<=t) one-tail
Pivot-Tabelle Feld,Pivot Table Field
Pivot-Tabelle Wert,Pivot Table Value
Position und Größe,Position and Size
Präsentation Titel,PresentationTitle
Präsentationsmodus,Presentation Mode
Quellzellenbereich,Source cell range
Rahmen anzeigen in,Display border in
Rückwärts ersetzen,Replace backwards
Sequenzüberprüfung,Sequence Checking
Sichere Verbindung,Secure connection
Spanisch (Ecuador),Spanish (Ecuador)
Spanisch (Uruguay),Spanish (Uruguay)
Submission löschen,Delete Submission
Suche nach Updates,Check for Updates
"Syrisch, Ergänzung",Syriac Supplement
Tagged Image-Datei,Tagged Image File
Tetum (Indonesien),Tetun (Indonesia)
Transaktionsnummer,TransactionNumber
Trendlinie löschen,Delete Trend Line
Ungültige Signatur,Invalid Signature
Verfügbare Felder:,Available Fields:
Vermutliche Fehler,Possible mistakes
Vorlage Aufzählung,Bullet List Style
Wert ist ungültig.,Value is invalid.
X-Position einzeln,Single position X
Y-Position einzeln,Single position Y
"Zeilenabstand: 1,5",Line Spacing: 1.5
Zum Dokumentanfang,To Document Begin
Zuordnung zu Feld:,Matches to field:
** Syntaxfehler **,** Syntax Error **
%PRODUCTNAME Basic,%PRODUCTNAME Basic
%PRODUCTNAME Chart,%PRODUCTNAME Chart
Abstand zum Rahmen,Spacing to Borders
Adobe PDF-Dokument,Adobe PDF-Document
Am Text ausrichten,Align to text body
BASIC-Syntaxfehler,BASIC syntax error
Bedingung $number$,Condition $number$
Bilder und Objekte,Images and objects
Build-ID: $BUILDID,Build ID: $BUILDID
Datenbankdokumente,Database documents
Datenfeld-Optionen,Data Field Options
Dokument umwandeln,Transform document
Erwartet: $(ARG1).,Expected: $(ARG1).
Felder im Formular,Fields in the form
GrammKohlenhydrate,GramsCarbohydrates
Guaraní (Paraguay),Guarani (Paraguay)
Hintergrundobjekte,Background objects
Höhe %1 angleichen,Equalize Height %1
Hohe Druckqualität,High print quality
Immer neuberechnen,Always recalculate
Inhalte löschen...,Delete Contents...
Interchange (EPSI),Interchange (EPSI)
Kashmiri (Kashmir),Kashmiri (Kashmir)
Kennwort ändern...,Change Password...
Master-Kennwort...,Master Password...
Microsoft Excel 95,Microsoft Excel 95
Microsoft Word 6.0,Microsoft Word 6.0
MS PowerPoint Show,MS PowerPoint Show
multipart/parallel,multipart/parallel
Netzwerkverbindung,Network connection
Nummer (1) (2) (3),Number (1) (2) (3)
OpenCL-Information,OpenCL Information
Papiamentu (Aruba),Papiamento (Aruba)
Pivot-Tabelle Ecke,Pivot Table Corner
Position geschützt,Position protected
PostScript Level 1,PostScript Level 1
PostScript Level 2,PostScript Level 2
PostScript Level 3,PostScript Level 3
Prüfe Installation,Validating install
Regulärer Ausdruck,Regular expression
Rich Text Dokument,Rich Text Document
Spalteninformation,Column Information
Standard-Verbinder,Standard Connector
Standardabweichung,Standard Deviation
Standardabweichung,Standard deviation
Standardabweichung,Standard Deviation
Star Objekt Format,Star object format
Star Server Format,Star server format
Stellen für Nenner,Denominator Places
sudo dpkg -i *.deb,sudo dpkg -i *.deb
Swahili (Tansania),Swahili (Tanzania)
Tabulatorposition:,Tab stop position:
Text in Spalten...,Text to Columns...
TIFF Import/Export,TIFF Import/Export
Tigrigna (Eritrea),Tigrigna (Eritrea)
Variable erwartet.,Variable expected.
Vorherige Befehle:,Previous commands:
Zeichen entfernen:,Remove characters:
", Typ: %1, URL: %2",", Type: %1, URL: %2"
Absatznummerierung,Paragraph Numbering
Briefanredeelement,Salutation elements
Diagrammtyp wählen,Choose a Chart Type
Englisch (Karibik),English (Caribbean)
"Fest, proportional","Fixed, proportional"
Füllbitmapposition,Fillbitmap position
Minimale Wortlänge,Minimal Word Length
"Mittelklein (1/4"")","Small Medium (1/4"")"
ODF-Formatversion:,ODF format version:
ODF-Globaldokument,ODF Master Document
Quelldatenbereich:,Source data ranges:
Reguläre Ausdrücke,Regular expressions
Schema der Tabelle,Schema of the table
Standard (kurz JJ),Standard (short YY)
Vertikal zentriert,Centered vertically
Voriger Textrahmen,Previous text frame
Voriges OLE-Objekt,Previous OLE object
Weitere Zeichen...,Other Characters...
Weites Schachbrett,Large Checker Board
Zeichenobjekt Text,Drawing Object Text
"Aus der Mitte, rot","From the Middle, Red"
Dateimodus falsch.,Incorrect file mode.
Dokumenttyp wählen,Select document type
Interner Zeitwert.,Internal time value.
Literatureintrag: ,Bibliography entry: 
Maustaste gedrückt,Mouse button pressed
Referenzwert (ein),Reference value (on)
WordPerfect Grafik,WordPerfect Graphics
Zeichen pro Zeile:,Characters per line:
Zeichenhintergrund,Character background
Aus Dokumentinhalt,From document content
Axial hellrot/weiß,Axial light red/white
Drehwinkel einzeln,Single rotation angle
Geistiges Eigentum,Intellectual Property
Größer oder gleich,Greater Than or Equal
Hoch-/tiefstellung,Superscript/subscript
Chinesisch (Trad.),Chinese (traditional)
Kein Zeilenbeginn:,Not at start of line:
LieferPostleitzahl,DestinationPostalCode
Literaturdatenbank,Bibliography Database
Referenzwert (aus),Reference value (off)
Return ohne GoSub.,Return without Gosub.
Seitenkopf/-fuß...,Page Header/Footer...
Schmal Fett Kursiv,Condensed Bold Italic
Vorherige Änderung,Previous Track Change
Weitere Formate...,Additional formats...
Gespeicherte Daten,Flowchart: Stored Data
Gleichmäßig teilen,Into equal proportions
Grad der Polynome:,Degree of polynomials:
Schmal Fett Schräg,Condensed Bold Oblique
Standard (Kompakt),Standard (Single Mode)
Vor & nach Bereich,Before & After Section
Maßlinienüberstand,Dimension line overhang
Melde Anwendung an,Advertising application
Nachfolger im Text,Next link in text chain
Standard (Ansicht),Standard (Viewing Mode)
Die Zahl als Bruch,The number as a fraction
größer oder gleich,greater than or equal to
Interner Zeitwert.,The internal time value.
Laufzeit in Jahren,Time to maturity in years
Füllart auswählen.,Select the fill type to apply.
Bild zurücksetzen?,Rotate into standard orientation?
Person akzeptierend,ok3
Schrift verkleinern,font
Gesicht Erwachsener,adult
Zeigefinger links 2,left3
Nicht verschlüsseln,No key
Weitere Korrekturen,Others
Abnehmend nach oben,Fade Up
Alarm ausgeschaltet,no bell
Dateiordner schwarz,folder5
Kreis Schatten oben,circle4
Smiley explodierend,shocked
Smiley nachdenklich,pensive
Gesicht Dinosaurier,dinosaur
Plugins-Verzeichnis,Plug-ins
zur Linie zentriert,centered
Abgesicherter Modus,Safe Mode
Arbeitskopie öffnen,Open Copy
Aus Datei erstellen,From file
Automatische Breite,AutoWidth
Nach oben auswählen,Select Up
Nächste Darstellung,Zoom Next
Telefonhörer rechts,receiver3
Alles aktualisieren,Update All
Aufrundungsklammern,Upper Ceil
Bereich für Notizen,Notes Area
Bibliotheks-ID: [1],LibID: [1]
Elemente ausblenden,Hide Items
Gekrümmt nach unten,Curve Down
Kann kleiner werden,Can Shrink
Keine Konturschrift,No Outline
Nach rechts bewegen,Move Right
Nach rechts bewegen,Move right
Negative Abweichung,Stock Loss
Positive Abweichung,Stock Gain
Rechtschreibprüfung,Spellcheck
Schach Turm schwarz,black rook
Schmale Leerstellen,Thin space
Smiley Angstschweiß,cold sweat
Symbol zurücksetzen,Reset Icon
Tabellen hinzufügen,Add Tables
Zeichenfarbe türkis,Color Teal
Ansicht geschlossen,View closed
Außerhalb des Endes,Outside end
Beschriftung drehen,Rotate Text
Datensatz speichern,Save record
Datensatz speichern,Save Record
Ein Feld hinzufügen,Add a Field
Farb-Einstellungen:,Color mode:
Formular übertragen,Submit form
Mehrere Leerstellen,More spaces
Person Hände hebend,celebration
Schach Dame schwarz,black queen
Smiley Sonnenbrille,sunglasses2
Tabellen ausblenden,Hide sheets
unterbrochene Linie,broken line
VeranstaltungsartID,EventTypeID
Verknüpfung löschen,Delete Join
 (Schreibgeschützt), (read-only)
Allgemeine Begriffe,Common Terms
Alternierende Zelle,Banding cell
Aufzählung 1 Anfang,List 1 Start
Aufzählung 2 Anfang,List 2 Start
Aufzählung 3 Anfang,List 3 Start
Aufzählung 4 Anfang,List 4 Start
Aufzählung 5 Anfang,List 5 Start
Änderungen anzeigen,Show Changes
Bundesland (gesch.),State (Work)
Datenreihen stapeln,Stack series
Feldbefehl einfügen,Insert Field
Filter zurücksetzen,Reset Filter
Französischer Franc,French Franc
Funktion hinzufügen,Add function
Gesicht Thermometer,thermometer2
Horizontal spiegeln,Horizontally
Ladevorgang stoppen,Stop Loading
Längere Kantenlänge,Extend edges
Medienwiedergabe...,Media Player
Mond halb abnehmend,last quarter
Mutter und Schraube,nut and bolt
Name des Untermenüs,Submenu name
Nächste Überschrift,Next heading
Nicht unterstrichen,No underline
Optionen bearbeiten,Edit Options
Runde Klammer links,Left Bracket
Skalierung anpassen,Adjust Scale
Spirale nach rechts,Spiral Right
Tagesordnungspunkte,Agenda items
